applicant_income,coapplicant_income,credit_score,employment_years,loan_amount,loan_term,dependents_num,education,self_employed,married,property_area,approval_probability_true,loan_status
31090.0,54898.0,658.0,1.2,528.0,360,0,Not Graduate,No,Yes,Urban,0.7461,1
35917.0,16532.0,864.0,3.6,352.0,480,2,Graduate,No,Yes,Rural,0.8964,1
78304.0,0.0,764.0,1.8,700.0,240,0,Not Graduate,No,No,Urban,0.5187,0
50107.0,46310.0,815.0,13.4,700.0,360,2,Graduate,No,Yes,Rural,0.9474,1
116407.0,23853.0,721.0,1.3,700.0,360,0,Graduate,No,Yes,Urban,0.8551,1
47320.0,54132.0,793.0,2.7,700.0,300,0,Graduate,No,Yes,Semiurban,0.8679,1
76758.0,60415.0,753.0,16.0,700.0,240,1,Not Graduate,No,Yes,Urban,0.896,1
70584.0,23084.0,649.0,1.9,700.0,240,3,Not Graduate,No,Yes,Rural,0.311,0
47024.0,56312.0,739.0,5.2,700.0,240,0,Graduate,No,Yes,Semiurban,0.8047,1
39376.0,16617.0,895.0,1.9,700.0,240,0,Graduate,No,Yes,Rural,0.8682,1
27519.0,16474.0,713.0,0.6,700.0,480,0,Graduate,No,Yes,Semiurban,0.7483,1
71848.0,48521.0,823.0,4.9,700.0,240,1,Graduate,No,Yes,Urban,0.9212,1
94209.0,11484.0,832.0,12.4,700.0,300,0,Graduate,No,Yes,Urban,0.9611,1
29349.0,0.0,727.0,3.0,700.0,240,2,Graduate,Yes,No,Semiurban,0.4879,1
46776.0,53493.0,835.0,4.9,700.0,240,0,Graduate,Yes,Yes,Semiurban,0.9604,1
43040.0,0.0,496.0,4.7,700.0,120,0,Graduate,No,No,Rural,0.1807,0
75903.0,0.0,498.0,2.7,460.0,360,0,Graduate,Yes,No,Semiurban,0.3845,1
39358.0,46867.0,842.0,4.8,700.0,300,1,Graduate,Yes,Yes,Semiurban,0.8925,1
99275.0,0.0,634.0,1.5,700.0,240,1,Graduate,No,No,Rural,0.4563,1
35534.0,18638.0,683.0,2.4,561.0,300,0,Graduate,Yes,Yes,Urban,0.3347,1
33885.0,0.0,853.0,2.9,700.0,360,3,Not Graduate,No,No,Rural,0.63,1
46775.0,33116.0,733.0,10.0,497.0,60,0,Graduate,No,Yes,Semiurban,0.7137,1
48991.0,0.0,857.0,2.1,700.0,480,1,Graduate,No,No,Semiurban,0.8538,0
71037.0,74926.0,666.0,5.0,700.0,240,0,Graduate,No,Yes,Urban,0.7196,1
48685.0,0.0,753.0,1.2,700.0,360,0,Graduate,No,No,Urban,0.4387,0
68517.0,27717.0,701.0,1.5,700.0,360,2,Graduate,No,Yes,Urban,0.6649,0
40864.0,0.0,845.0,5.2,700.0,120,2,Graduate,No,No,Rural,0.6325,0
50324.0,10293.0,671.0,7.2,700.0,360,0,Not Graduate,No,Yes,Rural,0.3103,0
37166.0,0.0,582.0,3.1,684.0,360,1,Graduate,Yes,No,Urban,0.392,0
39911.0,17903.0,652.0,2.0,700.0,60,0,Graduate,No,Yes,Rural,0.2003,0
97288.0,28400.0,678.0,12.1,700.0,480,1,Graduate,No,Yes,Semiurban,0.9097,1
42178.0,32223.0,632.0,0.7,612.0,300,0,Graduate,No,Yes,Rural,0.5395,1
49218.0,0.0,641.0,6.4,700.0,180,2,Graduate,No,No,Urban,0.4591,1
88321.0,14918.0,812.0,5.9,700.0,120,0,Graduate,No,Yes,Semiurban,0.9549,1
78042.0,0.0,839.0,5.9,700.0,300,0,Graduate,No,No,Semiurban,0.9644,1
113472.0,25947.0,759.0,13.7,700.0,120,0,Graduate,No,Yes,Urban,0.9555,1
69757.0,0.0,645.0,6.5,514.0,180,0,Graduate,No,No,Semiurban,0.6835,1
42407.0,22787.0,615.0,1.8,700.0,480,0,Graduate,Yes,Yes,Semiurban,0.4101,0
135131.0,26421.0,488.0,2.2,700.0,360,0,Not Graduate,No,Yes,Urban,0.1629,0
72727.0,0.0,734.0,2.5,700.0,300,2,Graduate,No,No,Urban,0.5939,0
53371.0,8961.0,628.0,0.2,700.0,180,0,Graduate,No,Yes,Rural,0.4505,1
58345.0,26473.0,859.0,12.2,700.0,180,1,Graduate,No,Yes,Urban,0.9829,1
61408.0,17018.0,550.0,0.4,700.0,240,1,Not Graduate,No,Yes,Urban,0.4455,0
51562.0,30381.0,649.0,6.0,700.0,360,3,Graduate,No,Yes,Semiurban,0.6269,1
31957.0,35543.0,697.0,6.5,700.0,60,3,Graduate,No,Yes,Semiurban,0.5137,0
112783.0,0.0,757.0,9.3,700.0,60,2,Graduate,No,No,Semiurban,0.7187,1
45824.0,58232.0,847.0,4.0,700.0,360,2,Graduate,Yes,Yes,Semiurban,0.8884,1
61517.0,89753.0,576.0,6.5,700.0,360,0,Graduate,No,Yes,Urban,0.4262,0
136328.0,14422.0,667.0,1.8,700.0,300,2,Graduate,No,Yes,Semiurban,0.6076,1
42746.0,21805.0,571.0,6.8,700.0,240,3,Graduate,No,Yes,Rural,0.3482,0
75005.0,40485.0,772.0,2.1,700.0,120,0,Graduate,No,Yes,Rural,0.8792,0
40833.0,0.0,656.0,11.7,700.0,120,0,Graduate,No,No,Semiurban,0.5929,1
65175.0,0.0,684.0,0.9,688.0,360,0,Graduate,No,No,Urban,0.7952,1
65368.0,24200.0,655.0,1.9,700.0,240,1,Graduate,Yes,Yes,Semiurban,0.7066,1
79384.0,0.0,711.0,3.5,700.0,300,0,Graduate,No,No,Urban,0.7307,0
94602.0,12493.0,694.0,7.5,700.0,240,1,Graduate,No,Yes,Semiurban,0.7491,1
44650.0,0.0,603.0,6.9,700.0,360,1,Not Graduate,No,No,Urban,0.4062,1
103260.0,9423.0,703.0,1.2,700.0,180,3,Graduate,No,Yes,Urban,0.429,0
106377.0,0.0,618.0,0.8,700.0,240,1,Graduate,No,No,Semiurban,0.5135,0
51277.0,30726.0,773.0,1.8,560.0,240,2,Graduate,No,Yes,Semiurban,0.7835,0
56797.0,19684.0,693.0,3.3,700.0,180,0,Not Graduate,No,Yes,Semiurban,0.793,1
46276.0,21378.0,602.0,3.9,700.0,300,0,Graduate,No,Yes,Semiurban,0.3696,0
50097.0,11796.0,900.0,2.8,700.0,300,0,Graduate,No,Yes,Semiurban,0.9651,1
34356.0,46826.0,861.0,5.4,700.0,240,0,Graduate,No,Yes,Urban,0.9335,0
78950.0,17333.0,900.0,2.8,700.0,300,0,Graduate,No,Yes,Semiurban,0.966,1
24074.0,35425.0,692.0,14.6,700.0,120,1,Graduate,No,Yes,Urban,0.5636,1
42498.0,0.0,616.0,1.5,605.0,240,1,Graduate,No,No,Urban,0.2051,0
55860.0,90140.0,779.0,4.9,700.0,240,1,Graduate,No,Yes,Semiurban,0.9214,1
98313.0,63438.0,796.0,4.7,700.0,360,0,Not Graduate,No,Yes,Semiurban,0.937,1
49234.0,84167.0,689.0,1.7,700.0,60,0,Graduate,Yes,Yes,Semiurban,0.6745,0
52311.0,0.0,473.0,2.7,700.0,180,1,Graduate,Yes,No,Semiurban,0.133,0
55049.0,0.0,604.0,2.3,700.0,360,0,Graduate,No,No,Rural,0.2319,0
84707.0,16543.0,734.0,0.9,700.0,240,0,Graduate,No,Yes,Semiurban,0.764,0
66686.0,81992.0,636.0,3.2,700.0,180,0,Graduate,No,Yes,Semiurban,0.7524,1
80716.0,24895.0,568.0,2.4,700.0,360,0,Graduate,No,Yes,Semiurban,0.4327,1
45195.0,0.0,670.0,1.0,700.0,60,0,Graduate,No,No,Urban,0.0818,0
37202.0,19123.0,378.0,3.0,444.0,240,0,Not Graduate,No,Yes,Semiurban,0.0572,0
66449.0,19296.0,629.0,2.7,700.0,360,0,Not Graduate,No,Yes,Semiurban,0.648,1
46405.0,42467.0,653.0,0.7,700.0,480,1,Graduate,No,Yes,Urban,0.6631,1
57684.0,9105.0,723.0,0.7,700.0,180,0,Graduate,No,Yes,Semiurban,0.835,1
65072.0,41388.0,743.0,5.2,700.0,180,0,Not Graduate,No,Yes,Semiurban,0.5665,0
95952.0,0.0,741.0,6.1,700.0,300,3,Graduate,No,No,Rural,0.828,1
79250.0,20099.0,796.0,14.2,700.0,180,2,Not Graduate,No,Yes,Rural,0.891,1
42786.0,27263.0,677.0,0.5,700.0,180,0,Graduate,No,Yes,Urban,0.7253,1
35210.0,29717.0,555.0,0.6,700.0,240,3,Graduate,No,Yes,Semiurban,0.3349,0
116669.0,30649.0,697.0,0.3,700.0,120,0,Graduate,No,Yes,Urban,0.7285,1
27781.0,39324.0,592.0,3.8,700.0,360,0,Graduate,Yes,Yes,Urban,0.4398,0
47096.0,0.0,574.0,4.9,522.0,240,3,Graduate,No,No,Rural,0.1804,0
74683.0,118628.0,753.0,2.6,700.0,240,2,Graduate,No,Yes,Urban,0.7441,1
113355.0,24027.0,575.0,8.0,700.0,360,0,Graduate,No,Yes,Urban,0.6032,0
52593.0,25037.0,769.0,5.8,700.0,240,1,Graduate,No,Yes,Rural,0.7389,1
57612.0,78400.0,616.0,21.3,700.0,360,1,Graduate,No,Yes,Rural,0.7783,1
31317.0,9838.0,629.0,0.7,700.0,180,0,Not Graduate,Yes,Yes,Rural,0.1403,0
60065.0,77951.0,639.0,0.3,700.0,300,0,Graduate,No,Yes,Rural,0.3557,0
35134.0,28322.0,792.0,1.6,544.0,360,0,Not Graduate,No,Yes,Semiurban,0.7182,1
41559.0,20099.0,749.0,0.1,700.0,240,3,Graduate,No,Yes,Urban,0.5553,1
78498.0,14533.0,643.0,13.5,700.0,120,0,Graduate,No,Yes,Semiurban,0.7911,1
47472.0,13386.0,669.0,1.8,679.0,360,2,Not Graduate,No,Yes,Semiurban,0.4821,1
66590.0,22292.0,802.0,4.0,700.0,240,0,Graduate,Yes,Yes,Urban,0.8627,1
53398.0,0.0,838.0,1.9,700.0,240,0,Graduate,No,No,Rural,0.6135,1
32051.0,37887.0,565.0,1.4,607.0,480,1,Graduate,No,Yes,Semiurban,0.4894,1
93033.0,31142.0,819.0,0.8,700.0,360,1,Graduate,No,Yes,Urban,0.8878,1
32780.0,20321.0,814.0,1.9,700.0,60,0,Graduate,No,Yes,Urban,0.6408,1
44234.0,56203.0,708.0,4.8,700.0,300,0,Not Graduate,No,Yes,Urban,0.7269,0
52372.0,117078.0,723.0,17.8,700.0,240,1,Graduate,No,Yes,Rural,0.8941,1
68167.0,0.0,624.0,4.1,700.0,60,0,Graduate,Yes,No,Semiurban,0.508,0
45655.0,0.0,581.0,3.8,700.0,60,0,Graduate,No,No,Semiurban,0.098,0
38591.0,35459.0,725.0,0.2,700.0,300,1,Graduate,No,Yes,Semiurban,0.8797,1
60981.0,36732.0,696.0,9.2,700.0,240,0,Graduate,No,Yes,Semiurban,0.8309,1
52059.0,64992.0,734.0,0.2,700.0,360,0,Graduate,No,Yes,Semiurban,0.7906,0
46803.0,22337.0,762.0,11.8,700.0,240,0,Graduate,No,Yes,Semiurban,0.8733,1
62375.0,0.0,900.0,3.9,700.0,360,3,Graduate,No,No,Rural,0.8487,1
34355.0,0.0,808.0,0.9,700.0,360,0,Graduate,No,No,Rural,0.5949,1
27635.0,0.0,751.0,3.0,700.0,300,1,Graduate,No,No,Rural,0.3411,0
139842.0,14621.0,547.0,26.5,700.0,240,0,Graduate,No,Yes,Semiurban,0.732,0
59502.0,39659.0,733.0,1.8,700.0,480,0,Graduate,No,Yes,Rural,0.8055,1
61277.0,0.0,834.0,1.6,700.0,240,0,Not Graduate,No,No,Semiurban,0.6983,1
41010.0,0.0,653.0,0.6,679.0,300,0,Graduate,No,No,Rural,0.4031,1
83036.0,0.0,900.0,4.5,700.0,300,2,Graduate,No,No,Rural,0.9151,1
45521.0,27352.0,745.0,0.5,566.0,240,0,Graduate,No,Yes,Rural,0.844,1
17673.0,39111.0,736.0,7.3,700.0,120,1,Graduate,No,Yes,Rural,0.5038,0
44884.0,25817.0,626.0,12.6,698.0,240,0,Graduate,No,Yes,Semiurban,0.8074,1
50605.0,50208.0,864.0,13.4,700.0,180,0,Graduate,No,Yes,Urban,0.9174,1
53027.0,31051.0,614.0,0.6,567.0,360,0,Graduate,No,Yes,Urban,0.4855,1
52387.0,46930.0,647.0,4.1,700.0,300,2,Graduate,No,Yes,Rural,0.582,1
43440.0,18098.0,514.0,0.5,700.0,180,2,Graduate,No,Yes,Urban,0.2361,1
41713.0,13695.0,786.0,4.2,455.0,300,2,Graduate,No,Yes,Semiurban,0.8497,1
50254.0,22314.0,766.0,8.4,700.0,360,0,Graduate,No,Yes,Semiurban,0.8937,1
28535.0,12829.0,702.0,3.9,700.0,480,2,Graduate,No,Yes,Semiurban,0.6096,0
25029.0,0.0,773.0,10.3,233.0,120,0,Not Graduate,No,No,Rural,0.7839,1
59349.0,8873.0,759.0,8.1,700.0,360,1,Not Graduate,No,Yes,Semiurban,0.8026,0
59766.0,20973.0,649.0,1.6,598.0,480,3,Not Graduate,No,Yes,Rural,0.3798,0
82401.0,0.0,616.0,5.0,700.0,240,0,Not Graduate,No,No,Semiurban,0.677,1
51157.0,0.0,517.0,0.0,700.0,480,0,Not Graduate,No,No,Rural,0.1579,0
34499.0,22731.0,681.0,2.5,700.0,480,1,Graduate,No,Yes,Urban,0.6869,1
25219.0,0.0,571.0,1.4,442.0,300,1,Graduate,No,No,Urban,0.5591,0
39188.0,54072.0,738.0,13.8,700.0,360,0,Graduate,No,Yes,Rural,0.614,1
68013.0,15178.0,682.0,2.6,700.0,180,3,Graduate,No,Yes,Semiurban,0.5083,1
104340.0,32746.0,665.0,5.3,700.0,360,1,Graduate,No,Yes,Semiurban,0.6638,1
58263.0,36522.0,806.0,6.6,700.0,300,0,Graduate,No,Yes,Semiurban,0.8769,1
34211.0,0.0,615.0,7.4,648.0,300,0,Graduate,No,No,Urban,0.5756,0
39357.0,0.0,531.0,6.7,700.0,360,2,Graduate,No,No,Semiurban,0.0768,0
39877.0,0.0,662.0,1.7,700.0,360,0,Not Graduate,No,No,Urban,0.4574,0
48025.0,0.0,634.0,5.8,700.0,360,0,Graduate,No,No,Semiurban,0.3718,0
91197.0,28000.0,712.0,4.0,700.0,60,1,Graduate,No,Yes,Semiurban,0.6848,1
94235.0,0.0,615.0,4.5,700.0,300,1,Graduate,No,No,Semiurban,0.6551,1
52979.0,0.0,732.0,0.0,435.0,360,1,Graduate,No,No,Semiurban,0.8613,1
61506.0,0.0,591.0,1.5,700.0,300,0,Not Graduate,No,No,Rural,0.2475,1
40742.0,0.0,628.0,13.3,472.0,480,2,Graduate,No,No,Semiurban,0.6395,0
27774.0,0.0,742.0,1.7,354.0,360,3,Not Graduate,No,No,Rural,0.2547,0
120705.0,23613.0,694.0,2.9,700.0,300,0,Graduate,No,Yes,Semiurban,0.9372,1
21473.0,0.0,581.0,1.0,589.0,240,1,Graduate,No,No,Semiurban,0.1763,0
26343.0,0.0,603.0,0.7,625.0,120,3,Graduate,No,No,Urban,0.0887,0
129797.0,0.0,634.0,1.2,700.0,300,1,Graduate,Yes,No,Urban,0.68,0
57353.0,20912.0,592.0,4.0,700.0,180,1,Graduate,No,Yes,Semiurban,0.4887,1
35494.0,27712.0,692.0,12.6,700.0,300,0,Graduate,No,Yes,Semiurban,0.8333,1
70656.0,0.0,647.0,2.0,700.0,360,0,Graduate,Yes,No,Rural,0.5475,0
78801.0,25319.0,597.0,2.0,700.0,240,1,Not Graduate,No,Yes,Semiurban,0.2945,0
32542.0,17753.0,763.0,4.2,700.0,60,1,Graduate,No,Yes,Rural,0.3335,0
45534.0,59489.0,588.0,2.2,700.0,360,3,Not Graduate,No,Yes,Rural,0.5683,1
82292.0,14621.0,837.0,12.1,700.0,300,0,Graduate,No,Yes,Urban,0.9743,1
40413.0,30236.0,677.0,2.4,700.0,240,0,Graduate,No,Yes,Semiurban,0.8396,1
64120.0,13961.0,637.0,3.4,700.0,300,0,Graduate,No,Yes,Semiurban,0.8428,0
103613.0,16997.0,752.0,3.8,700.0,300,1,Graduate,No,Yes,Urban,0.7002,1
20851.0,18024.0,712.0,7.6,346.0,120,0,Graduate,No,Yes,Urban,0.6314,0
49349.0,25022.0,773.0,4.1,700.0,300,1,Graduate,No,Yes,Rural,0.6592,1
63569.0,29628.0,505.0,1.4,700.0,180,0,Graduate,No,Yes,Rural,0.6557,0
26832.0,14637.0,731.0,0.7,700.0,360,0,Not Graduate,No,Yes,Rural,0.5079,1
45595.0,21431.0,673.0,13.9,700.0,480,0,Graduate,No,Yes,Semiurban,0.6476,1
88317.0,15598.0,713.0,8.1,700.0,120,2,Graduate,No,Yes,Semiurban,0.649,0
42370.0,0.0,684.0,0.1,700.0,360,1,Graduate,No,No,Semiurban,0.5815,0
30534.0,50184.0,839.0,8.6,700.0,360,3,Graduate,No,Yes,Semiurban,0.8459,1
91578.0,12512.0,525.0,4.5,700.0,240,1,Graduate,No,Yes,Semiurban,0.6733,1
72284.0,0.0,828.0,3.7,700.0,60,0,Graduate,Yes,No,Urban,0.741,0
41907.0,68456.0,734.0,0.1,700.0,300,0,Graduate,Yes,Yes,Rural,0.7151,1
54648.0,0.0,723.0,7.6,700.0,240,3,Graduate,No,No,Semiurban,0.5839,1
87718.0,0.0,558.0,1.1,700.0,180,1,Graduate,No,No,Semiurban,0.2532,1
64454.0,26664.0,547.0,6.5,700.0,120,0,Graduate,No,Yes,Rural,0.3356,1
74694.0,40342.0,627.0,0.1,700.0,180,1,Not Graduate,No,Yes,Urban,0.4714,0
42579.0,32964.0,758.0,8.0,700.0,180,0,Not Graduate,No,Yes,Urban,0.6093,0
21091.0,58832.0,667.0,0.1,700.0,360,0,Graduate,Yes,Yes,Rural,0.4875,1
73954.0,24996.0,750.0,1.3,700.0,360,0,Graduate,No,Yes,Rural,0.7515,0
90435.0,46658.0,557.0,1.6,700.0,240,2,Graduate,No,Yes,Semiurban,0.5742,0
55228.0,0.0,673.0,0.9,464.0,300,0,Graduate,Yes,No,Urban,0.8214,1
82690.0,76223.0,803.0,3.3,700.0,360,0,Graduate,No,Yes,Rural,0.6822,1
49474.0,24612.0,834.0,1.7,700.0,360,0,Graduate,No,Yes,Urban,0.9226,1
54825.0,0.0,628.0,25.0,700.0,360,0,Graduate,No,No,Semiurban,0.707,0
118898.0,28078.0,668.0,4.3,700.0,240,0,Graduate,No,Yes,Urban,0.7658,1
44117.0,40967.0,644.0,4.2,700.0,240,0,Graduate,Yes,Yes,Rural,0.497,1
49156.0,65892.0,623.0,1.2,700.0,360,0,Not Graduate,No,Yes,Semiurban,0.6515,0
25968.0,15555.0,772.0,2.6,700.0,480,3,Not Graduate,No,Yes,Rural,0.3623,1
76102.0,0.0,900.0,0.7,700.0,360,0,Graduate,No,No,Urban,0.9587,1
30276.0,35355.0,565.0,7.2,700.0,360,0,Not Graduate,Yes,Yes,Semiurban,0.3896,0
60587.0,34758.0,725.0,2.0,700.0,300,0,Not Graduate,No,Yes,Rural,0.7955,1
49895.0,12381.0,735.0,7.0,700.0,240,1,Graduate,No,Yes,Urban,0.871,0
47229.0,22443.0,727.0,2.3,700.0,180,2,Graduate,No,Yes,Semiurban,0.744,1
42107.0,23003.0,843.0,22.4,700.0,120,0,Graduate,Yes,Yes,Semiurban,0.9562,1
55985.0,0.0,717.0,0.9,464.0,360,2,Not Graduate,No,No,Rural,0.6732,1
93335.0,0.0,477.0,0.0,700.0,360,2,Not Graduate,No,No,Urban,0.2889,0
107849.0,21173.0,565.0,4.5,700.0,240,1,Graduate,No,Yes,Semiurban,0.7039,0
74854.0,28654.0,624.0,15.3,700.0,60,0,Graduate,No,Yes,Semiurban,0.4381,0
97154.0,12607.0,632.0,5.2,700.0,480,0,Graduate,No,Yes,Semiurban,0.7439,1
81531.0,76529.0,680.0,0.4,700.0,240,1,Graduate,No,Yes,Urban,0.5128,1
70104.0,44969.0,680.0,3.9,700.0,480,2,Graduate,No,Yes,Semiurban,0.6954,1
104942.0,18288.0,533.0,12.0,700.0,300,1,Not Graduate,No,Yes,Semiurban,0.4168,0
32874.0,14549.0,539.0,0.0,700.0,120,0,Graduate,No,Yes,Urban,0.186,0
42864.0,15183.0,456.0,0.9,639.0,240,0,Not Graduate,Yes,Yes,Semiurban,0.1188,0
40345.0,0.0,551.0,8.4,700.0,300,1,Not Graduate,No,No,Rural,0.1575,0
50182.0,0.0,811.0,11.2,433.0,300,1,Graduate,No,No,Urban,0.9392,1
75969.0,23456.0,680.0,6.1,700.0,180,0,Graduate,No,Yes,Semiurban,0.8393,1
35655.0,10615.0,654.0,23.9,700.0,180,0,Graduate,No,Yes,Semiurban,0.7517,1
70346.0,0.0,511.0,0.5,545.0,180,0,Graduate,No,No,Urban,0.3602,0
44508.0,36987.0,604.0,3.9,700.0,360,1,Graduate,No,Yes,Urban,0.5905,0
44047.0,0.0,737.0,5.8,599.0,180,1,Graduate,Yes,No,Semiurban,0.8586,1
61956.0,29925.0,751.0,6.1,700.0,360,2,Graduate,No,Yes,Rural,0.7319,1
93930.0,41675.0,660.0,7.9,700.0,360,1,Graduate,Yes,Yes,Urban,0.5804,1
42227.0,29486.0,694.0,12.5,700.0,240,0,Graduate,No,Yes,Rural,0.7203,1
55070.0,0.0,529.0,2.2,700.0,60,1,Graduate,No,No,Semiurban,0.0531,0
36212.0,14152.0,619.0,0.2,700.0,120,3,Graduate,No,Yes,Urban,0.1885,0
42057.0,33133.0,750.0,2.3,700.0,240,2,Graduate,No,Yes,Semiurban,0.8278,1
27207.0,29923.0,615.0,5.6,700.0,180,2,Graduate,Yes,Yes,Rural,0.2237,0
47267.0,0.0,824.0,1.2,700.0,180,0,Graduate,Yes,No,Urban,0.7037,1
68093.0,0.0,825.0,8.3,700.0,300,2,Graduate,No,No,Semiurban,0.8913,1
76005.0,0.0,652.0,1.2,700.0,60,2,Graduate,No,No,Semiurban,0.2851,1
41501.0,0.0,667.0,0.1,700.0,120,1,Graduate,No,No,Urban,0.1696,0
70498.0,61094.0,900.0,3.5,700.0,360,0,Graduate,No,Yes,Urban,0.9731,1
59725.0,7362.0,775.0,6.5,700.0,300,3,Not Graduate,No,Yes,Urban,0.8532,1
55589.0,35637.0,704.0,2.2,700.0,480,0,Graduate,No,Yes,Urban,0.8269,1
33813.0,26603.0,725.0,6.9,700.0,60,0,Graduate,No,Yes,Urban,0.5448,0
60741.0,0.0,713.0,2.9,700.0,60,0,Graduate,No,No,Rural,0.2416,0
61555.0,0.0,692.0,0.9,383.0,360,1,Graduate,No,No,Rural,0.6571,1
59440.0,26089.0,591.0,0.5,700.0,240,0,Graduate,No,Yes,Urban,0.3459,0
67589.0,35003.0,642.0,6.2,700.0,360,0,Graduate,Yes,Yes,Semiurban,0.6679,1
76247.0,0.0,561.0,2.4,700.0,360,1,Graduate,No,No,Urban,0.3735,1
35912.0,28977.0,788.0,12.2,700.0,300,2,Graduate,No,Yes,Urban,0.7294,1
51999.0,32628.0,688.0,3.9,700.0,240,1,Graduate,No,Yes,Urban,0.6882,1
70730.0,15922.0,770.0,2.1,700.0,360,0,Graduate,No,Yes,Semiurban,0.83,1
54243.0,35494.0,551.0,2.1,700.0,360,1,Graduate,Yes,Yes,Rural,0.2959,0
86585.0,32775.0,792.0,0.7,700.0,180,0,Not Graduate,Yes,Yes,Semiurban,0.8036,1
59153.0,17336.0,825.0,4.5,700.0,300,0,Graduate,No,Yes,Semiurban,0.9284,1
25058.0,13996.0,552.0,4.4,268.0,300,0,Graduate,No,Yes,Urban,0.5374,0
81029.0,0.0,662.0,8.0,700.0,360,2,Graduate,No,No,Urban,0.4824,0
54221.0,28983.0,657.0,1.1,700.0,360,0,Graduate,No,Yes,Rural,0.501,1
27085.0,25803.0,559.0,1.7,700.0,180,0,Graduate,No,Yes,Urban,0.2009,1
51228.0,0.0,668.0,0.5,700.0,360,0,Graduate,No,No,Rural,0.6238,0
33433.0,21984.0,749.0,1.8,638.0,480,0,Graduate,No,Yes,Urban,0.8899,1
78145.0,16498.0,654.0,2.8,700.0,120,3,Graduate,No,Yes,Semiurban,0.5718,1
56103.0,0.0,566.0,16.6,700.0,300,3,Graduate,No,No,Rural,0.4067,0
38639.0,15693.0,777.0,5.3,700.0,240,0,Graduate,No,Yes,Urban,0.6198,1
80062.0,0.0,622.0,7.6,700.0,240,0,Not Graduate,No,No,Semiurban,0.6253,1
69050.0,17540.0,631.0,2.0,700.0,360,0,Graduate,No,Yes,Rural,0.4667,1
41267.0,5174.0,828.0,0.8,700.0,120,2,Graduate,Yes,Yes,Urban,0.7603,1
33754.0,36746.0,733.0,1.5,700.0,360,0,Graduate,No,Yes,Semiurban,0.7772,0
39981.0,45116.0,618.0,1.5,700.0,60,0,Graduate,No,Yes,Urban,0.2092,0
39730.0,0.0,589.0,4.4,700.0,300,0,Graduate,No,No,Urban,0.1849,0
77927.0,75886.0,788.0,2.1,700.0,180,0,Graduate,No,Yes,Urban,0.8819,1
28114.0,0.0,799.0,9.7,251.0,300,0,Graduate,No,No,Rural,0.8159,1
55835.0,0.0,693.0,22.3,700.0,300,0,Graduate,No,No,Urban,0.8885,1
51271.0,49518.0,577.0,2.1,700.0,480,0,Graduate,No,Yes,Urban,0.5699,1
87985.0,0.0,742.0,6.1,700.0,360,0,Graduate,No,No,Semiurban,0.8528,1
60589.0,21284.0,723.0,5.4,557.0,240,3,Not Graduate,Yes,Yes,Urban,0.7014,1
71310.0,0.0,659.0,1.1,700.0,300,0,Graduate,No,No,Semiurban,0.8343,1
45677.0,0.0,615.0,12.5,700.0,240,0,Graduate,No,No,Urban,0.3331,1
33961.0,32239.0,697.0,1.1,700.0,360,3,Graduate,No,Yes,Semiurban,0.5821,0
49677.0,64191.0,751.0,6.7,700.0,240,2,Graduate,No,Yes,Semiurban,0.9461,1
78937.0,40165.0,638.0,2.1,700.0,120,0,Not Graduate,No,Yes,Urban,0.3913,1
86192.0,17602.0,697.0,2.3,700.0,300,1,Graduate,Yes,Yes,Urban,0.7395,1
47532.0,15150.0,733.0,3.0,700.0,60,0,Graduate,No,Yes,Semiurban,0.6446,1
39675.0,36780.0,823.0,10.0,700.0,180,1,Graduate,No,Yes,Rural,0.8498,1
36541.0,44192.0,654.0,0.8,700.0,360,3,Graduate,No,Yes,Urban,0.6222,1
53778.0,52845.0,584.0,0.3,700.0,120,0,Graduate,No,Yes,Urban,0.3673,0
60316.0,23206.0,691.0,2.6,700.0,300,0,Graduate,No,Yes,Urban,0.8616,1
105740.0,34830.0,853.0,0.3,700.0,360,0,Graduate,No,Yes,Semiurban,0.927,1
59982.0,43075.0,537.0,5.8,700.0,360,1,Graduate,No,Yes,Rural,0.231,0
73702.0,0.0,488.0,7.1,700.0,300,1,Graduate,No,No,Urban,0.3745,1
41036.0,31344.0,691.0,9.6,700.0,180,1,Not Graduate,No,Yes,Urban,0.7036,0
57960.0,44240.0,659.0,6.8,700.0,480,0,Not Graduate,No,Yes,Urban,0.6635,1
60405.0,35622.0,687.0,12.4,700.0,360,0,Not Graduate,No,Yes,Urban,0.7434,0
53690.0,0.0,684.0,6.9,700.0,240,1,Graduate,No,No,Semiurban,0.6083,1
57874.0,113037.0,793.0,13.8,700.0,180,0,Graduate,Yes,Yes,Rural,0.8324,1
53777.0,0.0,653.0,1.1,412.0,60,0,Not Graduate,Yes,No,Urban,0.2112,0
69706.0,0.0,778.0,3.5,700.0,180,0,Graduate,No,No,Rural,0.7732,1
93063.0,0.0,513.0,25.5,700.0,360,1,Graduate,No,No,Semiurban,0.604,1
21993.0,0.0,642.0,5.7,589.0,120,1,Not Graduate,No,No,Rural,0.0271,0
68223.0,26065.0,601.0,10.5,700.0,120,2,Not Graduate,Yes,Yes,Semiurban,0.3719,0
27763.0,54141.0,475.0,0.2,700.0,180,0,Graduate,No,Yes,Urban,0.1793,0
64840.0,0.0,724.0,10.3,663.0,240,3,Graduate,No,No,Rural,0.7209,1
153179.0,0.0,696.0,6.0,700.0,180,1,Graduate,No,No,Urban,0.7873,1
